"RIGHT NUMBER","SUB_BASIN","YEAR","ALLOTMENT","FLEXIBILITY ACCT. BALANCE","FLEX. VARIANCE","CREDITS_AVAIL_FOR_SALE","AMA","IRRIGATION DISTRICT","BMP ENROLLEE","CONVEYANCE_DATE","ID"
"58-111693.0005","WEST SALT RIVER VALLEY","2025","112.42 AF","4034.86 AF","3589.09%","NONE","PHOENIX AMA","ROOSEVELT IRRIGATION DISTRICT","N","","5149399"
"58-100034.0029","HASSAYAMPA","2019","44.19 AF","1290.29 AF","2919.87%","44.19 AF","PHOENIX AMA","","N","","5287179"
"58-102333.0017","MARICOPA-STANFIELD","2024","35.27 AF","424.91 AF","1204.73%","NONE","PINAL AMA","MARICOPA STANFIELD IRRIGATION & DRAINAGE","N","","5306420"
"58-107830.0008","MARICOPA-STANFIELD","2020","255.07 AF","138.68 AF","54.37%","NONE","PINAL AMA","MARICOPA STANFIELD IRRIGATION & DRAINAGE","N","","5360625"
"58-112026.0019","WEST SALT RIVER VALLEY","2022","106.4 AF","1678.44 AF","1577.48%","NONE","PHOENIX AMA","MARICOPA WATER DISTRICT","N","","5324952"
"58-113775.0013","HASSAYAMPA","2020","0 AF","-42.13 AF","0%","NONE","PHOENIX AMA","TONOPAH IRRIGATION DISTRICT","Y","","5793644"
"58-103655.0039","MARICOPA-STANFIELD","2021","96.16 AF","3150.16 AF","3275.96%","NONE","PINAL AMA","MARICOPA STANFIELD IRRIGATION & DRAINAGE","N","","5796473"
"58-101054.0002","EAST SALT RIVER VALLEY","2024","0 AF","132.67 AF","0%","NONE","PHOENIX AMA","ROOSEVELT WATER CONSERVATION DISTRICT","Y","","5795345"
"58-113773.0005","HASSAYAMPA","2020","0 AF","-46.89 AF","0%","NONE","PHOENIX AMA","TONOPAH IRRIGATION DISTRICT","Y","","5782740"
"58-106870.0006","ELOY","2020","0 AF","2450.28 AF","0%","NONE","PINAL AMA","SAN CARLOS","Y","","5916291"
"58-103237.0001","AVRA VALLEY","2022","166.6 AF","2736.99 AF","1642.85%","94.15 AF","TUCSON AMA","CORTARO MARANA IRRIG DISTRICT","N","","5897849"
"58-107199.0005","EAST SALT RIVER VALLEY","2018","0 AF","13366.19 AF","0%","NONE","PHOENIX AMA","NEW MAGMA IRR & DRG DIST","Y","","6235848"
"58-112871.0003","EAST SALT RIVER VALLEY","2023","79.37 AF","278.97 AF","351.48%","41.76 AF","PHOENIX AMA","SALT RIVER PROJECT","N","","6367255"
"58-100103.0001","SANTA CRUZ AMA","2021","227.76 AF","4461.95 AF","1959.06%","44.57 AF","SANTA CRUZ AMA","","N","","6651700"
"58-108018.0030","AVRA VALLEY","2023","188.8 AF","1322.39 AF","700.42%","34.18 AF","TUCSON AMA","CORTARO MARANA IRRIG DISTRICT","N","","7221249"
"58-108039.0006","WEST SALT RIVER VALLEY","2025","137.28 AF","5114.94 AF","3725.92%","NONE","PHOENIX AMA","","N","","7228530"
"58-104367.0031","EAST SALT RIVER VALLEY","2023","119.79 AF","4351.32 AF","3632.46%","119.79 AF","PHOENIX AMA","NEW MAGMA IRR & DRG DIST","N","","7229257"
"58-112761.0013","ELOY","2024","54.39 AF","146.97 AF","270.22%","NONE","PINAL AMA","SAN CARLOS","N","","7351934"
"58-106000.0002","EAST SALT RIVER VALLEY","2023","110.48 AF","2627.72 AF","2378.46%","110.48 AF","PHOENIX AMA","CHANDLER HGTS CITRUS IRR DIST","N","","7608464"
"58-109711.0020","MARICOPA-STANFIELD","2011","329.66 AF","5850.03 AF","1774.56%","329.66 AF","PINAL AMA","MARICOPA STANFIELD IRRIGATION & DRAINAGE","N","","5026878"
"58-100408.0011","EAST SALT RIVER VALLEY","2016","158.27 AF","113.87 AF","71.95%","NONE","PHOENIX AMA","ROOSEVELT WATER CONSERVATION DISTRICT","N","","5031111"
"58-100034.0027","HASSAYAMPA","2006","38.1 AF","480.35 AF","1260.76%","NONE","PHOENIX AMA","","N","","5032721"
"58-102331.0006","ELOY","2016","0 AF","204.88 AF","0%","NONE","PINAL AMA","HOHOKAM IRRIGATION DISTRICT","Y","","5011644"
"58-111751.0002","ELOY","2009","560.56 AF","7578.44 AF","1351.94%","316.69 AF","PINAL AMA","SAN CARLOS","N","","4993638"
"58-113230.0004","WEST SALT RIVER VALLEY","2012","387.96 AF","3437.44 AF","886.03%","NONE","PHOENIX AMA","SALT RIVER PROJECT","N","","5041732"
"58-100320.0008","WEST SALT RIVER VALLEY","2014","198.93 AF","787.39 AF","395.81%","50.87 AF","PHOENIX AMA","SALT RIVER PROJECT","N","","5019368"
"58-102342.0029","MARICOPA-STANFIELD","2017","1120.01 AF","2123.57 AF","189.6%","511.53 AF","PINAL AMA","MARICOPA STANFIELD IRRIGATION & DRAINAGE","N","","5024460"
"58-109250.0118","MARICOPA-STANFIELD","2008","1046.93 AF","4758.08 AF","454.48%","NONE","PINAL AMA","MARICOPA STANFIELD IRRIGATION & DRAINAGE","N","","5147220"
"58-114831.0003","WEST SALT RIVER VALLEY","2015","71.42 AF","534.26 AF","748.05%","14 AF","PHOENIX AMA","PENINSULA DITCH CO","N","","5113062"
"58-102821.0018","WEST SALT RIVER VALLEY","2011","76.19 AF","755.65 AF","991.8%","12.19 AF","PHOENIX AMA","SALT RIVER PROJECT","N","","5121175"
"58-113560.0016","MARICOPA-STANFIELD","2015","14.3 AF","426.48 AF","2982.38%","14.3 AF","PINAL AMA","MARICOPA STANFIELD IRRIGATION & DRAINAGE","N","","5369102"
"58-107830.0011","MARICOPA-STANFIELD","2012","1481.38 AF","2948.62 AF","199.05%","NONE","PINAL AMA","MARICOPA STANFIELD IRRIGATION & DRAINAGE","N","","5360755"
"58-105508.0009","ELOY","2012","20.55 AF","573.43 AF","2790.41%","20.55 AF","PINAL AMA","","N","","5488744"
"58-130439.0008","WEST SALT RIVER VALLEY","2014","49.36 AF","227.26 AF","460.41%","NONE","PHOENIX AMA","ROOSEVELT IRRIGATION DISTRICT","N","","5373125"
"58-130439.0008","WEST SALT RIVER VALLEY","2007","49.36 AF","384.46 AF","778.89%","11.84 AF","PHOENIX AMA","ROOSEVELT IRRIGATION DISTRICT","N","","5373125"
"58-130439.0008","WEST SALT RIVER VALLEY","2008","49.36 AF","398.4 AF","807.13%","13.94 AF","PHOENIX AMA","ROOSEVELT IRRIGATION DISTRICT","N","","5373125"
"58-108190.0005","WEST SALT RIVER VALLEY","2008","70.59 AF","-3.18 AF","-4.5%","5.81 AF","PHOENIX AMA","MARICOPA WATER DISTRICT","N","","5378004"
"58-112108.0009","WEST SALT RIVER VALLEY","2014","19.5 AF","137.09 AF","703.03%",".69 AF","PHOENIX AMA","SALT RIVER PROJECT","N","","5232210"
"58-103171.0002","ELOY","2007","769.37 AF","5278.23 AF","686.05%","NONE","PINAL AMA","CENTRAL ARIZONA IRRIGATION & DRAINAGE","N","","5321661"
"58-100869.0001","ELOY","2015","34.65 AF","906.14 AF","2615.12%","34.65 AF","PINAL AMA","","N","","5501216"
"58-101334.0002","ELOY","2014","604.44 AF","9993.82 AF","1653.4%","NONE","PINAL AMA","SAN CARLOS","N","","5507536"
"58-106867.0005","ELOY","2008","645.44 AF","278.34 AF","43.12%","278.34 AF","PINAL AMA","HOHOKAM IRRIGATION DISTRICT","N","","5501644"
"58-101553.0036","MARICOPA-STANFIELD","2013","21.81 AF","514.14 AF","2357.36%","21.81 AF","PINAL AMA","MARICOPA STANFIELD IRRIGATION & DRAINAGE","N","","5618109"
"58-100067.0002","ELOY","2013","964.09 AF","16140.21 AF","1674.14%","877.92 AF","PINAL AMA","SAN CARLOS","N","","5666502"
"58-105928.0002","AVRA VALLEY","2014","84.91 AF","2422.9 AF","2853.49%","84.91 AF","TUCSON AMA","","N","","5669774"
"58-105857.0017","HASSAYAMPA","2014","0 AF","-80.4 AF","0%","NONE","PHOENIX AMA","TONOPAH IRRIGATION DISTRICT","Y","","6093466"
"58-150077.0007","ELOY","2013","0 AF","8682.63 AF","0%","NONE","PINAL AMA","CENTRAL ARIZONA IRRIGATION & DRAINAGE","Y","","6097783"
"58-100328.0005","ELOY","2016","185.11 AF","3803.3 AF","2054.62%","168.11 AF","PINAL AMA","SAN CARLOS","N","","6079726"
"58-112634.0037","EAST SALT RIVER VALLEY","2016","1591.78 AF","12878.34 AF","809.05%","NONE","PHOENIX AMA","NEW MAGMA IRR & DRG DIST","N","","6391471"
"58-100188.0018","ELOY","2016","0 AF","-7.75 AF","0%","NONE","PINAL AMA","CENTRAL ARIZONA IRRIGATION & DRAINAGE","Y","","6373642"
"58-111553.0004","WEST SALT RIVER VALLEY","2016","101.56 AF","517.44 AF","509.49%","NONE","PHOENIX AMA","ADAMAN I.W.D.D. NO. 36","N","","6381900"
"58-108081.0016","EAST SALT RIVER VALLEY","2014","27.82 AF","116.64 AF","419.27%","NONE","PHOENIX AMA","NEW MAGMA IRR & DRG DIST","N","","6399026"
"58-104133.0008","WEST SALT RIVER VALLEY","2014","169.83 AF","0 AF","0%","NONE","PHOENIX AMA","BUCKEYE WTR CON & DRG DIST","N","","6367814"
"58-109711.0025","MARICOPA-STANFIELD","2020","83.06 AF","824.39 AF","992.52%","NONE","PINAL AMA","MARICOPA STANFIELD IRRIGATION & DRAINAGE","N","","5030431"
"58-102331.0006","ELOY","2020","0 AF","204.88 AF","0%","NONE","PINAL AMA","HOHOKAM IRRIGATION DISTRICT","Y","","5011644"
"58-102331.0006","ELOY","2021","0 AF","204.88 AF","0%","NONE","PINAL AMA","HOHOKAM IRRIGATION DISTRICT","Y","","5011644"
"58-102331.0006","ELOY","2023","0 AF","204.88 AF","0%","NONE","PINAL AMA","HOHOKAM IRRIGATION DISTRICT","Y","","5011644"
"58-100509.0003","ELOY","2023","122.23 AF","2788.4 AF","2281.27%","122.23 AF","PINAL AMA","SAN CARLOS","N","","5039911"
"58-100509.0003","ELOY","2025","122.23 AF","2788.4 AF","2281.27%","NONE","PINAL AMA","SAN CARLOS","N","","5039911"
"58-100320.0008","WEST SALT RIVER VALLEY","2023","198.93 AF","1590.57 AF","799.56%","140.88 AF","PHOENIX AMA","SALT RIVER PROJECT","N","","5019368"
"58-103640.0003","WEST SALT RIVER VALLEY","2025","26.33 AF","394.78 AF","1499.35%","NONE","PHOENIX AMA","SALT RIVER PROJECT","N","","5147307"
"58-107348.0003","ELOY","2018","3814.54 AF","33477.45 AF","877.63%","3814.54 AF","PINAL AMA","CENTRAL ARIZONA IRRIGATION & DRAINAGE","N","","5119013"
"58-100034.0031","HASSAYAMPA","2020","52.85 AF","1683.75 AF","3185.9%","52.85 AF","PHOENIX AMA","","N","","5342083"
"58-109758.0011","WEST SALT RIVER VALLEY","2018","76.91 AF","85.35 AF","110.97%","NONE","PHOENIX AMA","BUCKEYE WTR CON & DRG DIST","N","","5342694"
"58-100865.0006","ELOY","2024","157.96 AF","6138.8 AF","3886.3%","NONE","PINAL AMA","","N","","5343043"
"58-112400.0003","AVRA VALLEY","2024","414.28 AF","5125.72 AF","1237.26%","NONE","TUCSON AMA","CORTARO MARANA IRRIG DISTRICT","N","","5336814"
"58-102327.0001","MARICOPA-STANFIELD","2019","1702.8 AF","4888.57 AF","287.09%","710.28 AF","PINAL AMA","MARICOPA STANFIELD IRRIGATION & DRAINAGE","N","","5664668"
"58-100067.0002","ELOY","2023","964.09 AF","22645.15 AF","2348.86%","NONE","PINAL AMA","SAN CARLOS","N","","5666502"
"58-100067.0002","ELOY","2022","964.09 AF","22645.15 AF","2348.86%","NONE","PINAL AMA","SAN CARLOS","N","","5666502"
"58-100067.0002","ELOY","2024","964.09 AF","22645.15 AF","2348.86%","NONE","PINAL AMA","SAN CARLOS","N","","5666502"
"58-109937.0020","MARICOPA-STANFIELD","2017","161.44 AF","2641.52 AF","1636.22%","NONE","PINAL AMA","MARICOPA STANFIELD IRRIGATION & DRAINAGE","N","","5648325"
"58-101276.0010","WEST SALT RIVER VALLEY","2024","0 AF","9269.54 AF","0%","NONE","PHOENIX AMA","ROOSEVELT IRRIGATION DISTRICT","Y","","5789722"
"58-104968.0002","ELOY","2021","274.17 AF","6377.7 AF","2326.18%","238.47 AF","PINAL AMA","SAN CARLOS","N","","5779669"
"58-100911.0004","WEST SALT RIVER VALLEY","2024","67.28 AF","308.2 AF","458.09%","NONE","PHOENIX AMA","SALT RIVER PROJECT","N","","5781933"
"58-109987.0005","WEST SALT RIVER VALLEY","2025","760.75 AF","1864.67 AF","245.11%","NONE","PHOENIX AMA","ROOSEVELT IRRIGATION DISTRICT","N","","5895917"
"58-101305.0010","ELOY","2018","794.28 AF","4642.56 AF","584.5%","2.02 AF","PINAL AMA","HOHOKAM IRRIGATION DISTRICT","N","","5895726"
"58-112147.0001","ELOY","2019","0 AF","1106.14 AF","0%","NONE","PINAL AMA","","Y","","6079227"
"58-100294.0016","ELOY","2021","915.71 AF","11661 AF","1273.44%","NONE","PINAL AMA","SAN CARLOS","N","","6414885"
"58-100294.0017","ELOY","2018","1140.62 AF","10723.74 AF","940.17%","309.17 AF","PINAL AMA","SAN CARLOS","N","","6414900"
"58-107817.0011","ELOY","2019","0 AF","1341.73 AF","0%","NONE","PINAL AMA","HOHOKAM IRRIGATION DISTRICT","Y","","6510047"
"58-109460.0012","WEST SALT RIVER VALLEY","2019","77.45 AF","947.24 AF","1223.03%","27.47 AF","PHOENIX AMA","ROOSEVELT IRRIGATION DISTRICT","N","","6670644"
"58-111758.0034","ELOY","2021","10.58 AF","181.36 AF","1714.18%","10.58 AF","PINAL AMA","CENTRAL ARIZONA IRRIGATION & DRAINAGE","N","","6661225"
"58-102000.0002","WEST SALT RIVER VALLEY","2023","196.1 AF","2144.15 AF","1093.4%","196.1 AF","PHOENIX AMA","ST JOHNS IRRIGATION DISTRICT","N","","6825291"
"58-113181.0010","MARICOPA-STANFIELD","2019","653.1 AF","2896.58 AF","443.51%","653.1 AF","PINAL AMA","MARICOPA STANFIELD IRRIGATION & DRAINAGE","N","","6962949"
"58-103525.0008","RAINBOW VALLEY","2024","1064.51 AF","37191.44 AF","3493.76%","NONE","PHOENIX AMA","","N","","7453207"
"58-103379.0005","ELOY","2025","0 AF","-38.72 AF","0%","NONE","PINAL AMA","CENTRAL ARIZONA IRRIGATION & DRAINAGE","Y","","7784732"
"58-104990.0009","HASSAYAMPA","2024","96.98 AF","-33.75 AF","-34.8%","NONE","PHOENIX AMA","ARLINGTON CANAL COMPANY","N","","7635447"
"58-100398.0002","ELOY","2013","1244.56 AF","2813.35 AF","226.05%","49.66 AF","PINAL AMA","SAN CARLOS","N","","5024006"
"58-108292.0012","MARICOPA-STANFIELD","2010","100.17 AF","412.77 AF","412.07%","NONE","PINAL AMA","MARICOPA STANFIELD IRRIGATION & DRAINAGE","N","","5648248"
"58-107333.0002","ELOY","2012","1387.91 AF","14811.27 AF","1067.16%","120.41 AF","PINAL AMA","CENTRAL ARIZONA IRRIGATION & DRAINAGE","N","","5902340"
"58-101666.0017","MARICOPA-STANFIELD","2023","36.5 AF","21.19 AF","58.05%","7.53 AF","PINAL AMA","MARICOPA STANFIELD IRRIGATION & DRAINAGE","N","","5358467"
"58-107845.0006","SANTA CRUZ AMA","2020","633.45 AF","5481.81 AF","865.39%","194.45 AF","SANTA CRUZ AMA","","N","","5755571"
"58-110253.0003","WEST SALT RIVER VALLEY","2022","183.53 AF","2575.89 AF","1403.53%","3.54 AF","PHOENIX AMA","ROOSEVELT IRRIGATION DISTRICT","N","","6073986"
"58-112701.0006","MARICOPA-STANFIELD","2023","61.78 AF","1729.8 AF","2799.94%","14.65 AF","PINAL AMA","MARICOPA STANFIELD IRRIGATION & DRAINAGE","N","","6258921"
"58-108136.0006","ELOY","2011","32.62 AF","514.91 AF","1578.51%","28.47 AF","PINAL AMA","SAN CARLOS","N","","5025652"
"58-107771.0002","ELOY","2012","393.36 AF","4023.83 AF","1022.94%","184.89 AF","PINAL AMA","SAN CARLOS","N","","5368836"
"58-103655.0036","MARICOPA-STANFIELD","2010","110.05 AF","2611.03 AF","2372.59%","110.05 AF","PINAL AMA","MARICOPA STANFIELD IRRIGATION & DRAINAGE","N","","5796380"
"58-103655.0036","MARICOPA-STANFIELD","2011","110.05 AF","2721.08 AF","2472.59%","110.05 AF","PINAL AMA","MARICOPA STANFIELD IRRIGATION & DRAINAGE","N","","5796380"
"58-130439.0004","WEST SALT RIVER VALLEY","2023","19.07 AF","50.73 AF","266.02%","1.44 AF","PHOENIX AMA","ROOSEVELT IRRIGATION DISTRICT","N","","5114080"
"58-103780.0003","WEST SALT RIVER VALLEY","2025","652.3 AF","596.6 AF","91.46%","NONE","PHOENIX AMA","ROOSEVELT IRRIGATION DISTRICT","N","","5144793"
"58-106528.0009","EAST SALT RIVER VALLEY","2022","44.5 AF","890.4 AF","2000.9%","43.32 AF","PHOENIX AMA","ROOSEVELT WATER CONSERVATION DISTRICT","N","","5374746"
"58-100492.0003","ELOY","2018","25.02 AF","273.45 AF","1092.93%","7.02 AF","PINAL AMA","HOHOKAM IRRIGATION DISTRICT","N","","5663253"
"58-130658.0005","WEST SALT RIVER VALLEY","2024","221.12 AF","1806.67 AF","817.05%","NONE","PHOENIX AMA","ROOSEVELT IRRIGATION DISTRICT","N","","7372179"
"58-109708.0014","MARICOPA-STANFIELD","2007","2448.14 AF","6297.56 AF","257.24%","NONE","PINAL AMA","MARICOPA STANFIELD IRRIGATION & DRAINAGE","N","","5029286"
"58-112781.0001","WEST SALT RIVER VALLEY","2007","58.08 AF","1.1 AF","1.89%","NONE","PHOENIX AMA","SALT RIVER PROJECT","N","","5015349"
"58-101915.0003","EAST SALT RIVER VALLEY","2006","50.1 AF","304.95 AF","608.68%","19.6 AF","PHOENIX AMA","SALT RIVER PROJECT","N","","5140895"
"58-101915.0003","EAST SALT RIVER VALLEY","2016","50.1 AF","339.48 AF","677.6%","NONE","PHOENIX AMA","SALT RIVER PROJECT","N","","5140895"
"58-112742.0014","ELOY","2011","29.77 AF","686.53 AF","2306.11%","29.77 AF","PINAL AMA","CENTRAL ARIZONA IRRIGATION & DRAINAGE","N","","5365486"
"58-114619.0092","ELOY","2016","193.44 AF","4054.64 AF","2096.07%","NONE","PINAL AMA","CENTRAL ARIZONA IRRIGATION & DRAINAGE","N","","6409095"
"58-109711.0021","MARICOPA-STANFIELD","2023","78.68 AF","1053.95 AF","1339.54%","NONE","PINAL AMA","MARICOPA STANFIELD IRRIGATION & DRAINAGE","N","","5026890"
"58-107908.0009","EAST SALT RIVER VALLEY","2020","345.12 AF","1137.69 AF","329.65%","NONE","PHOENIX AMA","QUEEN CREEK IRRIGATION DIST","N","","6080286"
"58-105010.0001","WEST SALT RIVER VALLEY","2024","241.18 AF","-4478.06 AF","-1856.73%","NONE","PHOENIX AMA","BUCKEYE WTR CON & DRG DIST","N","","6648841"
"58-112560.0002","WEST SALT RIVER VALLEY","2024","238.37 AF","687.56 AF","288.44%","NONE","PHOENIX AMA","ST JOHNS IRRIGATION DISTRICT","N","","7188410"
"58-101531.0021","WEST SALT RIVER VALLEY","2022","128.36 AF","288.33 AF","224.63%","NONE","PHOENIX AMA","SALT RIVER PROJECT","N","","7497573"
"58-102755.0001","LITTLE CHINO","2013","339.24 AF","3431.86 AF","1011.63%","171.06 AF","PRESCOTT AMA","","N","","5138727"
"58-104148.0006","WEST SALT RIVER VALLEY","2011","375.6 AF","-353.61 AF","-94.15%","25.43 AF","PHOENIX AMA","BUCKEYE WTR CON & DRG DIST","N","","5612854"
"58-102039.0008","ELOY","2013","0 AF","0 AF","0%","NONE","PINAL AMA","HOHOKAM IRRIGATION DISTRICT","Y","","5895610"
"58-150004.0010","ELOY","2025","572.35 AF","11605.89 AF","2027.76%","NONE","PINAL AMA","SAN CARLOS","N","","5797671"
"58-108942.0006","AVRA VALLEY","2019","171.47 AF","2147.04 AF","1252.14%","79.45 AF","TUCSON AMA","CORTARO MARANA IRRIG DISTRICT","N","","6699129"
"58-111841.0003","ELOY","2012","0 AF","12165.35 AF","0%","NONE","PINAL AMA","","Y","","5022098"
"58-101449.0010","ELOY","2018","97.53 AF","1805.44 AF","1851.16%","90.92 AF","PINAL AMA","SAN CARLOS","N","","5032144"
"58-101814.0012","ELOY","2006","33.83 AF","294.01 AF","869.08%","NONE","PINAL AMA","CENTRAL ARIZONA IRRIGATION & DRAINAGE","N","","5038149"
"58-111435.0012","ELOY","2007","296.51 AF","1604.18 AF","541.02%","NONE","PINAL AMA","CENTRAL ARIZONA IRRIGATION & DRAINAGE","N","","5152706"
"58-160039.0001","SANTA CRUZ AMA","2009","821.61 AF","15141.18 AF","1842.87%","483.95 AF","SANTA CRUZ AMA","","N","","5361685"
"58-100896.0029","ELOY","2012","2130.72 AF","8042.56 AF","377.46%","NONE","PINAL AMA","CENTRAL ARIZONA IRRIGATION & DRAINAGE","N","","5663631"
"58-109710.0010","MARICOPA-STANFIELD","2011","385.63 AF","206.38 AF","53.52%","NONE","PINAL AMA","MARICOPA STANFIELD IRRIGATION & DRAINAGE","N","","5946437"
"58-113319.0001","WEST SALT RIVER VALLEY","2020","198.37 AF","4119.57 AF","2076.71%","121.37 AF","PHOENIX AMA","","N","","5027411"
"58-102668.0011","EAST SALT RIVER VALLEY","2025","13.2 AF","208.33 AF","1578.26%","NONE","PHOENIX AMA","QUEEN CREEK IRRIGATION DIST","N","","6798416"
"58-109250.0129","MARICOPA-STANFIELD","2015","87.58 AF","54.12 AF","61.79%","25.15 AF","PINAL AMA","MARICOPA STANFIELD IRRIGATION & DRAINAGE","N","","5364612"
"58-103973.0008","EAST SALT RIVER VALLEY","2007","227.86 AF","2263.88 AF","993.54%","117.02 AF","PHOENIX AMA","SALT RIVER PROJECT","N","","5375439"
"58-112633.0003","ELOY","2023","476.01 AF","15448.53 AF","3245.42%","NONE","PINAL AMA","CENTRAL ARIZONA IRRIGATION & DRAINAGE","N","","5035079"
"58-130344.0004","WEST SALT RIVER VALLEY","2024","92.9 AF","611.35 AF","658.07%","NONE","PHOENIX AMA","ROOSEVELT IRRIGATION DISTRICT","N","","5134649"
"58-102306.0033","EAST SALT RIVER VALLEY","2025","62.77 AF","1158 AF","1844.83%","NONE","PHOENIX AMA","QUEEN CREEK IRRIGATION DIST","N","","5133559"
"58-111589.0004","WEST SALT RIVER VALLEY","2019","89.3 AF","498.18 AF","557.87%","34.14 AF","PHOENIX AMA","SALT RIVER PROJECT","N","","6076865"
"58-115562.0001","WEST SALT RIVER VALLEY","2012","948.1 AF","2371.37 AF","250.12%","NONE","PHOENIX AMA","BUCKEYE WTR CON & DRG DIST","N","","5032295"
"58-106332.0002","WEST SALT RIVER VALLEY","2017","90.66 AF","17.97 AF","19.82%","NONE","PHOENIX AMA","BUCKEYE WTR CON & DRG DIST","N","","5342563"
"58-130461.0006","WEST SALT RIVER VALLEY","2013","248.28 AF","4044.77 AF","1629.12%","NONE","PHOENIX AMA","ROOSEVELT IRRIGATION DISTRICT","N","","5505388"
"58-113785.0003","EAST SALT RIVER VALLEY","2016","55.93 AF","195.29 AF","349.17%","NONE","PHOENIX AMA","SALT RIVER PROJECT","N","","5524738"
"58-102099.0001","WEST SALT RIVER VALLEY","2011","62.92 AF","139.34 AF","221.46%","62.92 AF","PHOENIX AMA","ST JOHNS IRRIGATION DISTRICT","N","","5607562"
"58-101741.0007","RAINBOW VALLEY","2022","43.8 AF","671.3 AF","1532.65%","NONE","PHOENIX AMA","","N","","5781728"
"58-102306.0047","EAST SALT RIVER VALLEY","2020","75.01 AF","1233.59 AF","1644.57%","75.01 AF","PHOENIX AMA","QUEEN CREEK IRRIGATION DIST","N","","6418347"
"58-130116.0009","WEST SALT RIVER VALLEY","2023","209.43 AF","1191.15 AF","568.76%","209.43 AF","PHOENIX AMA","ROOSEVELT IRRIGATION DISTRICT","N","","7494512"
"58-103533.0003","WEST SALT RIVER VALLEY","2010","457.24 AF","1316.05 AF","287.82%","38.84 AF","PHOENIX AMA","ROOSEVELT IRRIGATION DISTRICT","N","","5036911"
"58-103824.0002","EAST SALT RIVER VALLEY","2017","129.81 AF","628.17 AF","483.91%","59.51 AF","PHOENIX AMA","ROOSEVELT WATER CONSERVATION DISTRICT","N","","5017951"
"58-100025.0010","MARICOPA-STANFIELD","2012","1359.53 AF","3152.95 AF","231.91%","NONE","PINAL AMA","MARICOPA STANFIELD IRRIGATION & DRAINAGE","N","","5291063"
"58-101962.0018","MARICOPA-STANFIELD","2020","24.45 AF","317.85 AF","1300%","24.45 AF","PINAL AMA","MARICOPA STANFIELD IRRIGATION & DRAINAGE","N","","5377230"
"58-111242.0002","WEST SALT RIVER VALLEY","2022","202.8 AF","4752.78 AF","2343.58%","NONE","PHOENIX AMA","SALT RIVER PROJECT","N","","5914683"
"58-105751.0009","WEST SALT RIVER VALLEY","2020","103.07 AF","-604.87 AF","-586.85%","1.69 AF","PHOENIX AMA","BUCKEYE WTR CON & DRG DIST","N","","6919680"
"58-104417.0004","ELOY","2008","230.62 AF","2182 AF","946.15%","NONE","PINAL AMA","SAN CARLOS","N","","5458678"
"58-103797.0009","ELOY","2013","34.5 AF","392.95 AF","1138.99%","34.5 AF","PINAL AMA","","N","","5662459"
"58-101861.0004","WEST SALT RIVER VALLEY","2016","380.66 AF","1978.97 AF","519.88%","NONE","PHOENIX AMA","BUCKEYE WTR CON & DRG DIST","N","","6667632"
"58-112742.0012","ELOY","2020","152.52 AF","4431.79 AF","2905.71%","NONE","PINAL AMA","CENTRAL ARIZONA IRRIGATION & DRAINAGE","N","","5365450"
"58-101948.0017","ELOY","2019","228.15 AF","1605.4 AF","703.66%","101.15 AF","PINAL AMA","","N","","6411116"
"58-111762.0002","ELOY","2021","537.2 AF","4904.83 AF","913.04%","5.15 AF","PINAL AMA","SAN CARLOS","N","","6826354"
"58-103257.0001","EAST SALT RIVER VALLEY","2010","67.6 AF","593.03 AF","877.26%","67.6 AF","PHOENIX AMA","SUN VALLEY FARMS UNIT II WTR","N","","5138944"
